CityID,City,CountryID,Country,Latitude,Longitude
143,Chiba,18,Japan,35.6074041,140.1065366
144,Fukuoka,18,Japan,33.5901838,130.4016888
145,Hiroshima,18,Japan,34.3852894,132.4553055
146,Hyogo,18,Japan,34.8579518,134.5453787
147,Ibaraki,18,Japan,36.2193571,140.1832516
148,Kanagawa,18,Japan,35.4827827,139.6146102
149,Kyoto,18,Japan,35.011564,135.7681489
150,Osaka,18,Japan,34.6937249,135.5022535
151,Saitama,18,Japan,35.8616486,139.6454782
152,Sapporo,18,Japan,43.0617713,141.3544506
153,Shizuoka,18,Japan,34.9755668,138.3826773
154,Tokyo,18,Japan,35.6761919,139.6503106
155,Bari,19,Italy,41.1171432,16.8718715
156,Bologna,19,Italy,44.494887,11.3426163
157,Brescia,19,Italy,45.5415526,10.2118019
158,Catania,19,Italy,37.5078772,15.0830304
159,Florence,19,Italy,43.7695604,11.2558136
160,Genoa,19,Italy,44.4056499,8.946256
161,Milan,19,Italy,45.4642035,9.189982
162,Naples,19,Italy,40.8517983,14.26812
163,Palermo,19,Italy,38.11569,13.3614868
164,Rome,19,Italy,41.9027835,12.4963655
165,Turin,19,Italy,45.0703393,7.686864
166,Venice,19,Italy,45.4408474,12.3155151
167,Brno,20,Czech Republic,49.1950602,16.6068371
168,Ostrava,20,Czech Republic,49.8209226,18.2625243
169,Prague,20,Czech Republic,50.0755381,14.4378005
170,Athens,21,Greece,37.9838096,23.7275388
171,Thessaloniki,21,Greece,40.6400629,22.9444191
172,Jerusalem,22,Israel,31.768319,35.21371
173,Tel Aviv,22,Israel,32.0852999,34.7817676
174,Moscow,23,Russia,55.755826,37.6173
175,Nizhny Novogorod,23,Russia,56.3268684,44.0058793
176,Novosibirsk,23,Russia,54.9832693,82.8963831
177,St Petersburg,23,Russia,59.9342596,30.3350941
178,Yekaterinburg,23,Russia,56.8430993,60.6454086
179,Donetsk,24,Ukraine,48.015883,37.80285
180,Kharkiv,24,Ukraine,49.9935,36.230383
181,Kyiv,24,Ukraine,50.4501,30.5234
182,Odessa,24,Ukraine,46.482526,30.7233095
183,Vienna,25,Austria,48.2081743,16.3738189
184,Antwerp,26,Belgium,51.2213404,4.4051485
185,Brussels,26,Belgium,50.8476424,4.3571696
186,Ghent,26,Belgium,51.0500182,3.7303351
187,Zagreb,27,Croatia,45.8150108,15.981919
188,Copenhagen,28,Denmark,55.6760968,12.5683371
189,Lyon,29,France,45.764043,4.835659
190,Marseille,29,France,43.296482,5.36978
191,Nantes,29,France,47.218371,-1.553621
192,Nice,29,France,43.7101728,7.2619532
193,Paris,29,France,48.856614,2.3522219
194,Berlin,30,Germany,52.5200066,13.404954
195,Cologne,30,Germany,50.937531,6.9602786
196,Dresden,30,Germany,51.0504088,13.7372621
197,Frankfurt,30,Germany,50.1109221,8.6821267
198,Hamburg,30,Germany,53.5488282,9.9871703
199,Hanover,30,Germany,52.3758916,9.7320104
200,Leipzig,30,Germany,51.3396955,12.3730747
201,Mannheim,30,Germany,49.4874592,8.4660395
202,Munich,30,Germany,48.1351253,11.5819806
203,Nuremberg,30,Germany,49.4521018,11.0766654
204,Stuttgart,30,Germany,48.7758459,9.1829321
205,Reykjavík,31,Iceland,64.1469868,-21.9407552
206,Luxembourg,32,Luxembourg,49.815273,6.129583
207,Amsterdam,33,Netherlands,52.3675734,4.9041389
208,Rotterdam,33,Netherlands,51.9244201,4.4777325
209,The Hague,33,Netherlands,52.0704978,4.3006999
210,Krakow,34,Poland,50.0646501,19.9449799
211,Warsaw,34,Poland,52.2296756,21.0122287
212,Lisboa,35,Portugal,38.7222524,-9.1393366
213,Porto,35,Portugal,41.1579438,-8.6291053
214,Ljubljana,36,Slovenia,46.0569465,14.5057515
215,Alicante,37,Spain,38.3459963,-0.4906855
216,Barcelona,37,Spain,41.3873974,2.168568
217,Granada,37,Spain,37.1774605,-3.5984368
218,Madrid,37,Spain,40.4167754,-3.7037902
219,Murcia,37,Spain,37.9922399,-1.1306544
220,Seville,37,Spain,37.3890924,-5.9844589
221,Valencia,37,Spain,39.4699075,-0.3762881
222,Zaragoza,37,Spain,41.6488226,-0.8890853
223,Cairo,38,Egypt,30.0444196,31.2357116
224,Doha,39,Qatar,25.2854473,51.5310398
225,Dhahran,40,Saudi Arabia,26.2361248,50.0393017
226,Jeddah,40,Saudi Arabia,21.485811,39.1925048
227,Riyadh,40,Saudi Arabia,24.7135517,46.6752957
228,Cape Town,41,South Africa,-33.9248685,18.4240553
229,Johannesburg,41,South Africa,-26.2041028,28.0473051
230,Ankara,42,Turkey,39.9333635,32.8597419
231,Bursa,42,Turkey,40.1885281,29.0609636
232,Istanbul,42,Turkey,41.0082376,28.9783589
233,Izmir,42,Turkey,38.423734,27.142826
234,Abu Dhabi,43,United Arab Emirates,24.453884,54.3773438
235,Dubai,43,United Arab Emirates,25.2048493,55.2707828
236,Espoo,44,Finland,60.2054911,24.6559001
237,Helsinki,44,Finland,60.1698557,24.938379
238,Tampere,44,Finland,61.4977524,23.7609535
239,Vantaa,44,Finland,60.2933524,25.0377686
240,Hordaland,45,Norway,60.2733674,5.7220194
241,Oslo,45,Norway,59.9138688,10.7522454
242,Gothenburg,46,Sweden,57.70887,11.97456
243,Malmö,46,Sweden,55.604981,13.003822
244,Stockholm,46,Sweden,59.3293235,18.0685808
245,Uppsala,46,Sweden,59.8585638,17.6389267
246,Cork,47,Ireland,51.8985143,-8.4756035
247,Dublin,47,Ireland,53.3498053,-6.2603097
248,Limerick,47,Ireland,52.663839,-8.6267299
249,Belfast,48,United Kingdom,54.597285,-5.93012
250,Birmingham,48,United Kingdom,52.486243,-1.890401
251,Brighton,48,United Kingdom,50.8229402,-0.1362672
252,Bristol,48,United Kingdom,51.454513,-2.58791
253,Cardiff,48,United Kingdom,51.483707,-3.1680962
254,Edinburgh,48,United Kingdom,55.953252,-3.188267
255,Glasgow,48,United Kingdom,55.864237,-4.251806
256,Leeds,48,United Kingdom,53.8007554,-1.5490774
257,Leicester,48,United Kingdom,52.6368778,-1.1397592
258,Liverpool,48,United Kingdom,53.4083714,-2.9915726
259,London,48,United Kingdom,51.5072178,-0.1275862
260,Manchester,48,United Kingdom,53.4807593,-2.2426305
261,Newcastle,48,United Kingdom,54.978252,-1.61778
262,Woking,48,United Kingdom,51.316774,-0.5600349
